Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-vdsq,branch-kcrj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
1,1674435481818,23/01/2023 00:58:01,1674435481384,-5,22/01/2023 19:58:01,92237,23,task-gkan,,26549785,BLIND,7847316,,complete,,63cddb63b0d4663d37ae1fca,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1680x1050,1680x921,,Audio Check,10,Block 7-B,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1674436817780,23/01/2023 01:20:17,1674436817108,-5,22/01/2023 20:20:17,92237,23,task-gkan,,26549785,BLIND,7847316,,complete,,63cddb63b0d4663d37ae1fca,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1680x1050,1680x890,,Audio Check,10,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,1335687,,,,,0,1,0,,,,,,Instructions,
3,1674436819043,23/01/2023 01:20:19,1674436818651,-5,22/01/2023 20:20:18,92237,23,task-gkan,,26549785,BLIND,7847316,,complete,,63cddb63b0d4663d37ae1fca,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1680x1050,1680x890,,Audio Check,10,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1531,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1674436820904,23/01/2023 01:20:20,1674436820501,-5,22/01/2023 20:20:20,92237,23,task-gkan,,26549785,BLIND,7847316,,complete,,63cddb63b0d4663d37ae1fca,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1680x1050,1680x890,,Audio Check,10,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3381,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1674436822904,23/01/2023 01:20:22,1674436822489,-5,22/01/2023 20:20:22,92237,23,task-gkan,,26549785,BLIND,7847316,,complete,,63cddb63b0d4663d37ae1fca,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1680x1050,1680x890,,Audio Check,10,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,5369,,,AUDIO PLAY REQUESTED,3,0,1,0,,,,,,Audio Check,cura
6,1674436824354,23/01/2023 01:20:24,1674436823968,-5,22/01/2023 20:20:23,92237,23,task-gkan,,26549785,BLIND,7847316,,complete,,63cddb63b0d4663d37ae1fca,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1680x1050,1680x890,,Audio Check,10,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,6847,,,AUDIO PLAY REQUESTED,4,0,1,0,,,,,,Audio Check,cura
7,1674436826686,23/01/2023 01:20:26,1674436826308,-5,22/01/2023 20:20:26,92237,23,task-gkan,,26549785,BLIND,7847316,,complete,,63cddb63b0d4663d37ae1fca,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1680x1050,1680x890,,Audio Check,10,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,9187,,,cura,1,1,0,0,,,,,,Audio Check,cura
8,1674436828373,23/01/2023 01:20:28,1674436827987,-5,22/01/2023 20:20:27,92237,23,task-gkan,,26549785,BLIND,7847316,,complete,,63cddb63b0d4663d37ae1fca,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1680x1050,1680x890,,Audio Check,10,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1672,,,,,0,1,0,,,,,,Audio Check,cura
9,1674436828545,23/01/2023 01:20:28,1674436827989,-5,22/01/2023 20:20:27,92237,23,task-gkan,,26549785,BLIND,7847316,,complete,,63cddb63b0d4663d37ae1fca,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1680x1050,1680x890,,Audio Check,10,Block 7-B,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,1346605,,,,,0,1,0,,,,,,,
1,1674528093981,24/01/2023 02:41:33,1674528093753,-8,23/01/2023 18:41:33,92237,23,task-gkan,,26582263,BLIND,7859260,,complete,,63cf4432c489f4dc9da55854,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1366x768,1517x730,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1674528108849,24/01/2023 02:41:48,1674528108657,-8,23/01/2023 18:41:48,92237,23,task-gkan,,26582263,BLIND,7859260,,complete,,63cf4432c489f4dc9da55854,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1366x768,1517x730,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,14860.899999976158,,,,,0,1,0,,,,,,Instructions,
3,1674528111396,24/01/2023 02:41:51,1674528111222,-8,23/01/2023 18:41:51,92237,23,task-gkan,,26582263,BLIND,7859260,,complete,,63cf4432c489f4dc9da55854,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1366x768,1517x730,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2553.899999976158,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1674528115123,24/01/2023 02:41:55,1674528114943,-8,23/01/2023 18:41:54,92237,23,task-gkan,,26582263,BLIND,7859260,,complete,,63cf4432c489f4dc9da55854,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1366x768,1517x730,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,6274.200000047684,,,cura,1,1,0,0,,,,,,Audio Check,cura
5,1674528117935,24/01/2023 02:41:57,1674528117760,-8,23/01/2023 18:41:57,92237,23,task-gkan,,26582263,BLIND,7859260,,complete,,63cf4432c489f4dc9da55854,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1366x768,1517x730,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2807.7999999523163,,,,,0,1,0,,,,,,Audio Check,cura
6,1674528118115,24/01/2023 02:41:58,1674528117763,-8,23/01/2023 18:41:57,92237,23,task-gkan,,26582263,BLIND,7859260,,complete,,63cf4432c489f4dc9da55854,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1366x768,1517x730,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,24010,,,,,0,1,0,,,,,,,
1,1674791426758,27/01/2023 03:50:26,1674791426133,-6,26/01/2023 21:50:26,92237,23,task-gkan,,26699803,BLIND,7919943,,complete,,63d349b1d80b93b3aa9943de,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1280x800,1280x696,,Audio Check,10,Block 7-A,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1674791432372,27/01/2023 03:50:32,1674791431794,-6,26/01/2023 21:50:31,92237,23,task-gkan,,26699803,BLIND,7919943,,complete,,63d349b1d80b93b3aa9943de,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1280x800,1280x696,,Audio Check,10,Block 7-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,5632.599999904633,,,,,0,1,0,,,,,,Instructions,
3,1674791434235,27/01/2023 03:50:34,1674791433647,-6,26/01/2023 21:50:33,92237,23,task-gkan,,26699803,BLIND,7919943,,complete,,63d349b1d80b93b3aa9943de,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1280x800,1280x696,,Audio Check,10,Block 7-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1844.6000001430511,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1674791436072,27/01/2023 03:50:36,1674791435486,-6,26/01/2023 21:50:35,92237,23,task-gkan,,26699803,BLIND,7919943,,complete,,63d349b1d80b93b3aa9943de,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1280x800,1280x696,,Audio Check,10,Block 7-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3683.300000190735,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1674791437096,27/01/2023 03:50:37,1674791436518,-6,26/01/2023 21:50:36,92237,23,task-gkan,,26699803,BLIND,7919943,,complete,,63d349b1d80b93b3aa9943de,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1280x800,1280x696,,Audio Check,10,Block 7-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,4715.200000047684,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1674791438478,27/01/2023 03:50:38,1674791437903,-6,26/01/2023 21:50:37,92237,23,task-gkan,,26699803,BLIND,7919943,,complete,,63d349b1d80b93b3aa9943de,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1280x800,1280x696,,Audio Check,10,Block 7-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1380.1000001430511,,,,,0,1,0,,,,,,Audio Check,cura
7,1674791438624,27/01/2023 03:50:38,1674791437906,-6,26/01/2023 21:50:37,92237,23,task-gkan,,26699803,BLIND,7919943,,complete,,63d349b1d80b93b3aa9943de,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1280x800,1280x696,,Audio Check,10,Block 7-A,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,11773,,,,,0,1,0,,,,,,,
1,1674799439376,27/01/2023 06:03:59,1674799438684,-6,27/01/2023 00:03:58,92237,23,task-gkan,,26700556,BLIND,7920356,,complete,,63d3688039a8c7da101ac45a,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,414x896,800x331,,Audio Check,10,Block 6-B,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1674799466047,27/01/2023 06:04:26,1674799465945,-6,27/01/2023 00:04:25,92237,23,task-gkan,,26700556,BLIND,7920356,,complete,,63d3688039a8c7da101ac45a,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,414x896,800x331,,Audio Check,10,Block 6-B,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
3,1674799498136,27/01/2023 06:04:58,1674799497697,-6,27/01/2023 00:04:57,92237,23,task-gkan,,26700556,BLIND,7920356,,complete,,63d3688039a8c7da101ac45a,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,414x896,800x331,,Audio Check,10,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,31698,,,,,0,1,0,,,,,,Instructions,
4,1674799499506,27/01/2023 06:04:59,1674799499223,-6,27/01/2023 00:04:59,92237,23,task-gkan,,26700556,BLIND,7920356,,complete,,63d3688039a8c7da101ac45a,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,414x896,800x331,,Audio Check,10,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1511,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
5,1674799514089,27/01/2023 06:05:14,1674799513458,-6,27/01/2023 00:05:13,92237,23,task-gkan,,26700556,BLIND,7920356,,complete,,63d3688039a8c7da101ac45a,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,414x896,800x331,,Audio Check,10,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,15745,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1674799518894,27/01/2023 06:05:18,1674799518364,-6,27/01/2023 00:05:18,92237,23,task-gkan,,26700556,BLIND,7920356,,complete,,63d3688039a8c7da101ac45a,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,414x896,800x331,,Audio Check,10,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,4893,,,,,0,1,0,,,,,,Audio Check,cura
7,1674799519187,27/01/2023 06:05:19,1674799518370,-6,27/01/2023 00:05:18,92237,23,task-gkan,,26700556,BLIND,7920356,,complete,,63d3688039a8c7da101ac45a,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,414x896,800x331,,Audio Check,10,Block 6-B,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,52425,,,,,0,1,0,,,,,,,
1,1674868608738,28/01/2023 01:16:48,1674868608590,-6,27/01/2023 19:16:48,92237,23,task-gkan,,26726747,BLIND,7930060,,complete,,63d47732679b1a6556f403c2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x789,,Audio Check,10,Block 3-B,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1674868610906,28/01/2023 01:16:50,1674868610800,-6,27/01/2023 19:16:50,92237,23,task-gkan,,26726747,BLIND,7930060,,complete,,63d47732679b1a6556f403c2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x789,,Audio Check,10,Block 3-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2196.199999988079,,,,,0,1,0,,,,,,Instructions,
3,1674868614882,28/01/2023 01:16:54,1674868614767,-6,27/01/2023 19:16:54,92237,23,task-gkan,,26726747,BLIND,7930060,,complete,,63d47732679b1a6556f403c2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x789,,Audio Check,10,Block 3-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3963.699999988079,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1674868616171,28/01/2023 01:16:56,1674868616069,-6,27/01/2023 19:16:56,92237,23,task-gkan,,26726747,BLIND,7930060,,complete,,63d47732679b1a6556f403c2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x789,,Audio Check,10,Block 3-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,5265.4000000059605,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1674868617850,28/01/2023 01:16:57,1674868617753,-6,27/01/2023 19:16:57,92237,23,task-gkan,,26726747,BLIND,7930060,,complete,,63d47732679b1a6556f403c2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x789,,Audio Check,10,Block 3-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,6949.199999988079,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1674868621214,28/01/2023 01:17:01,1674868621119,-6,27/01/2023 19:17:01,92237,23,task-gkan,,26726747,BLIND,7930060,,complete,,63d47732679b1a6556f403c2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x789,,Audio Check,10,Block 3-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,3364.7999999821186,,,,,0,1,0,,,,,,Audio Check,cura
7,1674868621362,28/01/2023 01:17:01,1674868621122,-6,27/01/2023 19:17:01,92237,23,task-gkan,,26726747,BLIND,7930060,,complete,,63d47732679b1a6556f403c2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x789,,Audio Check,10,Block 3-B,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,12532,,,,,0,1,0,,,,,,,
1,1675023732541,29/01/2023 20:22:12,1675023731769,-5,29/01/2023 15:22:11,92237,23,task-gkan,,26754567,BLIND,7938877,,complete,,63d6d517a22b0450ef85cf87,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1392x596,,Audio Check,10,Block 5-B,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1675023740838,29/01/2023 20:22:20,1675023740584,-5,29/01/2023 15:22:20,92237,23,task-gkan,,26754567,BLIND,7938877,,complete,,63d6d517a22b0450ef85cf87,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1392x596,,Audio Check,10,Block 5-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,8800.899999976158,,,,,0,1,0,,,,,,Instructions,
3,1675023741999,29/01/2023 20:22:21,1675023741748,-5,29/01/2023 15:22:21,92237,23,task-gkan,,26754567,BLIND,7938877,,complete,,63d6d517a22b0450ef85cf87,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1392x596,,Audio Check,10,Block 5-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1160.2999999523163,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1675023743661,29/01/2023 20:22:23,1675023743002,-5,29/01/2023 15:22:23,92237,23,task-gkan,,26754567,BLIND,7938877,,complete,,63d6d517a22b0450ef85cf87,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1392x596,,Audio Check,10,Block 5-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,2413.5,,,cura,1,1,0,0,,,,,,Audio Check,cura
5,1675023744567,29/01/2023 20:22:24,1675023744191,-5,29/01/2023 15:22:24,92237,23,task-gkan,,26754567,BLIND,7938877,,complete,,63d6d517a22b0450ef85cf87,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1392x596,,Audio Check,10,Block 5-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1187.1000000238419,,,,,0,1,0,,,,,,Audio Check,cura
6,1675023744765,29/01/2023 20:22:24,1675023744193,-5,29/01/2023 15:22:24,92237,23,task-gkan,,26754567,BLIND,7938877,,complete,,63d6d517a22b0450ef85cf87,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1392x596,,Audio Check,10,Block 5-B,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,12424,,,,,0,1,0,,,,,,,
1,1675028122596,29/01/2023 21:35:22,1675028122292,-8,29/01/2023 13:35:22,92237,23,task-gkan,,26755714,BLIND,7939243,,complete,,63d6e50a386fca1b9bfd968a,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x720,1280x609,,Audio Check,10,Block 8-B,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1675028139009,29/01/2023 21:35:39,1675028138430,-8,29/01/2023 13:35:38,92237,23,task-gkan,,26755714,BLIND,7939243,,complete,,63d6e50a386fca1b9bfd968a,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x720,1280x609,,Audio Check,10,Block 8-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,16103.299999952316,,,,,0,1,0,,,,,,Instructions,
3,1675028145019,29/01/2023 21:35:45,1675028144462,-8,29/01/2023 13:35:44,92237,23,task-gkan,,26755714,BLIND,7939243,,complete,,63d6e50a386fca1b9bfd968a,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x720,1280x609,,Audio Check,10,Block 8-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,6017.200000047684,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1675028146214,29/01/2023 21:35:46,1675028145932,-8,29/01/2023 13:35:45,92237,23,task-gkan,,26755714,BLIND,7939243,,complete,,63d6e50a386fca1b9bfd968a,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x720,1280x609,,Audio Check,10,Block 8-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,7486.899999856949,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1675028147420,29/01/2023 21:35:47,1675028147160,-8,29/01/2023 13:35:47,92237,23,task-gkan,,26755714,BLIND,7939243,,complete,,63d6e50a386fca1b9bfd968a,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x720,1280x609,,Audio Check,10,Block 8-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,8714.200000047684,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1675028149038,29/01/2023 21:35:49,1675028148767,-8,29/01/2023 13:35:48,92237,23,task-gkan,,26755714,BLIND,7939243,,complete,,63d6e50a386fca1b9bfd968a,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x720,1280x609,,Audio Check,10,Block 8-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1599,,,,,0,1,0,,,,,,Audio Check,cura
7,1675028149317,29/01/2023 21:35:49,1675028148770,-8,29/01/2023 13:35:48,92237,23,task-gkan,,26755714,BLIND,7939243,,complete,,63d6e50a386fca1b9bfd968a,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x720,1280x609,,Audio Check,10,Block 8-B,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,26478,,,,,0,1,0,,,,,,,
1,1675125734817,31/01/2023 00:42:14,1675125733322,-6,30/01/2023 18:42:13,92237,23,task-gkan,,26796601,BLIND,7955538,,complete,,63d8636e7d365fee759effb0,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1280x800,1280x721,,Audio Check,10,Block 1-A,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1675125745161,31/01/2023 00:42:25,1675125743748,-6,30/01/2023 18:42:23,92237,23,task-gkan,,26796601,BLIND,7955538,,complete,,63d8636e7d365fee759effb0,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1280x800,1280x721,,Audio Check,10,Block 1-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,10362.09999999404,,,,,0,1,0,,,,,,Instructions,
3,1675125746743,31/01/2023 00:42:26,1675125745328,-6,30/01/2023 18:42:25,92237,23,task-gkan,,26796601,BLIND,7955538,,complete,,63d8636e7d365fee759effb0,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1280x800,1280x721,,Audio Check,10,Block 1-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1570.2000000029802,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1675125749159,31/01/2023 00:42:29,1675125747712,-6,30/01/2023 18:42:27,92237,23,task-gkan,,26796601,BLIND,7955538,,complete,,63d8636e7d365fee759effb0,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1280x800,1280x721,,Audio Check,10,Block 1-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3954,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1675125750579,31/01/2023 00:42:30,1675125749167,-6,30/01/2023 18:42:29,92237,23,task-gkan,,26796601,BLIND,7955538,,complete,,63d8636e7d365fee759effb0,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1280x800,1280x721,,Audio Check,10,Block 1-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,5409.20000000298,,,AUDIO PLAY REQUESTED,3,0,1,0,,,,,,Audio Check,cura
6,1675125753109,31/01/2023 00:42:33,1675125751685,-6,30/01/2023 18:42:31,92237,23,task-gkan,,26796601,BLIND,7955538,,complete,,63d8636e7d365fee759effb0,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1280x800,1280x721,,Audio Check,10,Block 1-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,7926.800000011921,,,cura,1,1,0,0,,,,,,Audio Check,cura
7,1675125755687,31/01/2023 00:42:35,1675125754258,-6,30/01/2023 18:42:34,92237,23,task-gkan,,26796601,BLIND,7955538,,complete,,63d8636e7d365fee759effb0,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1280x800,1280x721,,Audio Check,10,Block 1-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2564.5999999940395,,,,,0,1,0,,,,,,Audio Check,cura
8,1675125755855,31/01/2023 00:42:35,1675125754261,-6,30/01/2023 18:42:34,92237,23,task-gkan,,26796601,BLIND,7955538,,complete,,63d8636e7d365fee759effb0,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1280x800,1280x721,,Audio Check,10,Block 1-A,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,20939,,,,,0,1,0,,,,,,,
1,1675125947031,31/01/2023 00:45:47,1675125946851,-5,30/01/2023 19:45:46,92237,23,task-gkan,,26796654,BLIND,7955558,,complete,,63d86443ac15d74a2a0a1d52,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,2560x1440,2560x1304,,Audio Check,10,Block 3-A,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1675125964371,31/01/2023 00:46:04,1675125964248,-5,30/01/2023 19:46:04,92237,23,task-gkan,,26796654,BLIND,7955558,,complete,,63d86443ac15d74a2a0a1d52,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,2560x1440,2560x1304,,Audio Check,10,Block 3-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,17376.100000023842,,,,,0,1,0,,,,,,Instructions,
